,Survived,Pclass,Sex,Embarked,Title,AgeBand,Family,Alone,FareBand
696,0,3,1,1,1,5,1,1,1
697,1,3,2,3,3,3,1,1,1
698,0,1,1,2,1,5,3,0,2
699,0,3,1,1,1,5,1,1,1
700,1,1,2,2,2,2,2,0,3
701,1,1,1,1,1,4,1,1,1
702,0,3,2,2,3,2,2,0,1
703,0,3,1,3,1,3,1,1,1
704,0,3,1,1,1,3,2,0,1
705,0,2,1,1,1,4,1,1,1
706,1,2,2,1,2,5,1,1,1
707,1,1,1,1,1,5,1,1,1
708,1,1,2,1,3,3,1,1,2
709,1,3,1,2,4,1,3,0,1
710,1,1,2,2,3,3,1,1,1
711,0,1,1,1,1,3,1,1,1
712,1,1,1,1,1,5,2,0,1
713,0,3,1,1,1,3,1,1,1
714,0,2,1,1,1,6,1,1,1
715,0,3,1,1,1,2,1,1,1
716,1,1,2,2,3,4,1,1,3
717,1,2,2,1,3,3,1,1,1
718,0,3,1,3,1,3,1,1,1
719,0,3,1,1,1,4,1,1,1
720,1,2,2,1,3,1,2,0,1
721,0,3,1,1,1,2,2,0,1
722,0,2,1,1,1,4,1,1,1
723,0,2,1,1,1,5,1,1,1
724,1,1,1,1,1,3,2,0,1
725,0,3,1,1,1,2,1,1,1
726,1,2,2,1,2,3,4,0,1
727,1,3,2,3,3,3,1,1,1
728,0,2,1,1,1,3,2,0,1
729,0,3,2,1,3,3,2,0,1
730,1,1,2,1,3,3,1,1,3
731,0,3,1,2,1,2,1,1,1
732,0,2,1,1,1,3,1,1,1
733,0,2,1,1,1,3,1,1,1
734,0,2,1,1,1,3,1,1,1
735,0,3,1,1,1,3,1,1,1
736,0,3,2,1,2,5,5,0,1
737,1,1,1,2,1,4,1,1,5
738,0,3,1,1,1,3,1,1,1
739,0,3,1,1,1,3,1,1,1
740,1,1,1,1,1,3,1,1,1
741,0,1,1,1,1,4,2,0,1
742,1,1,2,2,3,3,5,0,3
743,0,3,1,1,1,3,2,0,1
744,1,3,1,1,1,4,1,1,1
745,0,1,1,1,5,7,3,0,1
746,0,3,1,1,1,2,3,0,1
747,1,2,2,1,3,3,1,1,1
748,0,1,1,1,1,2,2,0,1
749,0,3,1,3,1,4,1,1,1
750,1,2,2,1,3,1,3,0,1
751,1,3,1,1,4,1,2,0,1
752,0,3,1,1,1,4,1,1,1
753,0,3,1,1,1,3,1,1,1
754,1,2,2,1,2,5,4,0,1
755,1,2,1,1,4,1,3,0,1
756,0,3,1,1,1,3,1,1,1
757,0,2,1,1,1,2,1,1,1
758,0,3,1,1,1,4,1,1,1
759,1,1,2,1,5,4,1,1,1
760,0,3,1,1,1,3,1,1,1
761,0,3,1,1,1,5,1,1,1
762,1,3,1,2,1,2,1,1,1
763,1,1,2,1,2,4,4,0,2
764,0,3,1,1,1,2,1,1,1
765,1,1,2,1,2,6,2,0,1
766,0,1,1,2,5,5,1,1,1
767,0,3,2,3,3,4,1,1,1
768,0,3,1,3,1,3,2,0,1
769,0,3,1,1,1,4,1,1,1
770,0,3,1,1,1,3,1,1,1
771,0,3,1,1,1,5,1,1,1
772,0,2,2,1,2,6,1,1,1
773,0,3,1,2,1,3,1,1,1
774,1,2,2,1,2,6,5,0,1
775,0,3,1,1,1,2,1,1,1
776,0,3,1,3,1,3,1,1,1
777,1,3,2,1,3,1,1,1,1
778,0,3,1,3,1,3,1,1,1
779,1,1,2,1,2,5,2,0,3
780,1,3,2,2,3,2,1,1,1
781,1,1,2,1,2,2,2,0,1
782,0,1,1,1,1,3,1,1,1
783,0,3,1,1,1,3,4,0,1
784,0,3,1,1,1,3,1,1,1
785,0,3,1,1,1,3,1,1,1
786,1,3,2,1,3,2,1,1,1
787,0,3,1,3,4,1,6,0,1
788,1,3,1,1,4,1,4,0,1
789,0,1,1,2,1,5,1,1,1
790,0,3,1,3,1,3,1,1,1
791,0,2,1,1,1,2,1,1,1
792,0,3,2,1,3,3,11,0,1
793,0,1,1,2,1,3,1,1,1
794,0,3,1,1,1,3,1,1,1
795,0,2,1,1,1,4,1,1,1
796,1,1,2,1,5,5,1,1,1
797,1,3,2,1,2,4,1,1,1
798,0,3,1,2,1,3,1,1,1
799,0,3,2,1,2,3,3,0,1
800,0,2,1,1,1,4,1,1,1
801,1,2,2,1,2,4,3,0,1
802,1,1,1,1,4,2,4,0,2
803,1,3,1,2,4,1,2,0,1
804,1,3,1,1,1,3,1,1,1
805,0,3,1,1,1,4,1,1,1
806,0,1,1,1,1,4,1,1,1
807,0,3,2,1,3,2,1,1,1
808,0,2,1,1,1,4,1,1,1
809,1,1,2,1,2,4,2,0,1
810,0,3,1,1,1,3,1,1,1
811,0,3,1,1,1,4,1,1,1
812,0,2,1,1,1,4,1,1,1
813,0,3,2,1,3,1,7,0,1
814,0,3,1,1,1,4,1,1,1
815,0,1,1,1,1,3,1,1,1
816,0,3,2,1,3,3,1,1,1
817,0,2,1,2,1,4,3,0,1
818,0,3,1,1,1,5,1,1,1
819,0,3,1,1,4,1,6,0,1
820,1,1,2,1,2,6,3,0,1
821,1,3,1,1,1,3,1,1,1
822,0,1,1,1,5,4,1,1,1
823,1,3,2,1,2,3,2,0,1
824,0,3,1,1,4,1,6,0,1
825,0,3,1,3,1,3,1,1,1
826,0,3,1,1,1,3,1,1,1
827,1,2,1,2,4,1,3,0,1
828,1,3,1,3,1,3,1,1,1
829,1,1,2,1,2,7,1,1,1
830,1,3,2,2,2,2,2,0,1
831,1,2,1,1,4,1,3,0,1
832,0,3,1,2,1,3,1,1,1
833,0,3,1,1,1,3,1,1,1
834,0,3,1,1,1,2,1,1,1
835,1,1,2,2,3,4,3,0,1
836,0,3,1,1,1,3,1,1,1
837,0,3,1,1,1,3,1,1,1
838,1,3,1,1,1,4,1,1,1
839,1,1,1,2,1,3,1,1,1
840,0,3,1,1,1,2,1,1,1
841,0,2,1,1,1,2,1,1,1
842,1,1,2,2,3,3,1,1,1
843,0,3,1,2,1,4,1,1,1
844,0,3,1,1,1,2,1,1,1
845,0,3,1,1,1,5,1,1,1
846,0,3,1,1,1,3,11,0,1
847,0,3,1,2,1,4,1,1,1
848,0,2,1,1,5,3,2,0,1
849,1,1,2,2,2,4,2,0,1
850,0,3,1,1,4,1,7,0,1
851,0,3,1,1,1,8,1,1,1
852,0,3,2,2,3,1,3,0,1
853,1,1,2,1,3,2,2,0,1
854,0,2,2,1,2,5,2,0,1
855,1,3,2,1,2,2,2,0,1
856,1,1,2,1,2,5,3,0,2
857,1,1,1,1,1,6,1,1,1
858,1,3,2,2,2,3,4,0,1
859,0,3,1,2,1,3,1,1,1
860,0,3,1,1,1,5,3,0,1
861,0,2,1,1,1,3,2,0,1
862,1,1,2,1,2,5,1,1,1
863,0,3,2,1,3,3,11,0,1
864,0,2,1,1,1,3,1,1,1
865,1,2,2,1,2,5,1,1,1
866,1,2,2,2,3,3,2,0,1
867,0,1,1,1,1,4,1,1,1
868,0,3,1,1,1,3,1,1,1
869,1,3,1,1,4,1,3,0,1
870,0,3,1,1,1,3,1,1,1
871,1,1,2,1,2,5,3,0,1
872,0,1,1,1,1,4,1,1,1
873,0,3,1,1,1,5,1,1,1
874,1,2,2,2,2,3,2,0,1
875,1,3,2,2,3,2,1,1,1
876,0,3,1,1,1,2,1,1,1
877,0,3,1,1,1,2,1,1,1
878,0,3,1,1,1,3,1,1,1
879,1,1,2,2,2,6,2,0,1
880,1,2,2,1,2,3,2,0,1
881,0,3,1,1,1,4,1,1,1
882,0,3,2,1,3,3,1,1,1
883,0,2,1,1,1,3,1,1,1
884,0,3,1,1,1,3,1,1,1
885,0,3,2,3,2,4,6,0,1
886,0,2,1,1,5,3,1,1,1
887,1,1,2,1,3,2,1,1,1
888,0,3,2,1,3,3,4,0,1
889,1,1,1,2,1,3,1,1,1
890,0,3,1,3,1,4,1,1,1
